label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
default,0.0,0.0,0.0,-0.288195447705152,0.04334094307546435,-0.062462237760104046,-0.5939774973135683,-0.04197284263164167,-0.09147699224007648,-0.859398488270549,-0.0510445160997289,-0.13101738708384356,-1.06002611497774,-0.03196146078430732,-0.16890287060163045,-0.5963466760690197,-0.6786077566884297,0.0566084674931331,-0.785267801070979,-0.8983939910851144,0.011151380863030103,-0.9281089381373525,-1.0112809880457236,-0.04849717286046977,-1.0489605548589906,-1.100301218303151,-0.09361747444568039,-0.5167825046122546,-0.8561108560880412,0.024946351183499797,-0.6724965088853233,-1.2366259911713189,-0.0003795860474406788,-0.8108367601425582,-1.445269990454468,-0.036764289568452194,-0.9152933245870865,-1.5869836421167829,-0.06676220252690133,-0.4135023718349283,-0.9683988226355018,-0.030788680074357533,-0.5399087158509056,-1.3713296997280426,-0.06697002768663549,-0.663214306612615,-1.5860849468142981,-0.09876339940690844,-0.7658141312370778,-1.7422227778277042,-0.12027717180327006,-0.30258729557967134,-1.023989353897084,-0.09936126042347966,-0.39160700194743203,-1.3864120341832353,-0.13284288062736113,-0.49236019033825795,-1.6006535700306286,-0.14428716619925092,-0.5931516226747509,-1.758014758257094,-0.15174341652498333
default,0.0,0.0,0.0,-0.30791628798207865,0.01108274007774854,-0.053652997783956456,-0.5986409771080174,-0.07215661696731568,-0.08717989052630788,-0.8588804557709235,-0.08427135826367321,-0.13443709956692731,-1.055949715124636,-0.06874592809329497,-0.18309457188170775,-0.5436085607145913,-0.715895119902598,0.055154138483693604,-0.7320488012021853,-0.9354924749623965,-0.0041794050011064975,-0.8824206849931995,-1.0601839342552637,-0.07741201158437956,-1.0031386437775247,-1.1542410753788148,-0.1306434777182645,-0.4433467001478587,-0.8963442266900691,0.013976380174267005,-0.5793420426367477,-1.3267733224925098,-0.01824370644642402,-0.7167364391482924,-1.5526811715238615,-0.06278026324864146,-0.8262247487876865,-1.6998935709519232,-0.09965076138790724,-0.3257002401872017,-1.0119549067445097,-0.05052416944573755,-0.423241864508044,-1.4620887658209518,-0.08858956797334548,-0.5346770490834737,-1.6993930807420927,-0.11961816209630043,-0.632725159902603,-1.8629579184444442,-0.14264488916279539,-0.20392289713364964,-1.0513446055653497,-0.12747087147740657,-0.2539546488059465,-1.4341994685564794,-0.1537505950253321,-0.33360102980791434,-1.6563069499146545,-0.1546482693887028,-0.4196073941488291,-1.813991587305087,-0.15732945980292765
default,0.0,0.0,0.0,-0.2996973984968334,0.01843563665887784,-0.056958770536644214,-0.5981803165141927,-0.0866773011226536,-0.09298499781834405,-0.8666239670968973,-0.11009192841979183,-0.1423852438922438,-1.074412070237356,-0.11343886213053408,-0.1893735098435454,-0.5298403429850561,-0.724738065062971,0.053805575294634166,-0.7112262584896029,-0.9474101527964068,-0.0018956487610350947,-0.8602381452837541,-1.0787554896069953,-0.06643374135698688,-0.9817321076740692,-1.169282649594697,-0.11102456313722552,-0.43442499389936695,-0.9007021249756542,0.012440669131176486,-0.5589940385656643,-1.316671962650915,-0.022857529487822752,-0.6863925508977017,-1.536895016674115,-0.059273957916382826,-0.786748088570934,-1.6729255232989997,-0.08339040051272002,-0.32446827995773625,-1.0119786618277284,-0.053206242783031016,-0.42444243535650594,-1.4546291372930806,-0.0972822360303705,-0.5365735656433168,-1.6981481206904512,-0.12931400062334,-0.6305563999156648,-1.8669873022150276,-0.14599545465382988,-0.2131002303261701,-1.0596941204886905,-0.13116412151969267,-0.27134629686140593,-1.4669659766769108,-0.16952422596727085,-0.3595647743447248,-1.7100767087626623,-0.1798434377403869,-0.4544131077198318,-1.8859015238416108,-0.18303348393343813
default,0.0,0.0,0.0,-0.3139062160783233,0.0003996902191879909,-0.060692572692899,-0.5962601711219367,-0.11529528065378944,-0.09865588810966534,-0.8515045819238203,-0.15583902053481963,-0.15100375531879562,-1.0505925985658653,-0.17008582165651315,-0.2034286155503874,-0.4921949937406468,-0.7525358630175482,0.05580787071049013,-0.6600939482420113,-1.0071548598551345,-0.008303314718595543,-0.7969534795266682,-1.1569141154014315,-0.08302517695169918,-0.9088589038361843,-1.2612365280524644,-0.13448765501604962,-0.3833806377439032,-0.9235845005329467,0.012474905523151754,-0.4925090477180194,-1.3609802998470066,-0.02628856970138626,-0.6113587630416302,-1.6157599564785803,-0.07321860272272308,-0.7045171976402498,-1.7844177999255273,-0.10841945033205758,-0.2638406077770217,-1.0256769421816636,-0.05589833606675226,-0.34278807949051304,-1.4741976158686043,-0.09938566359029313,-0.4387138953677792,-1.7342019812477334,-0.1329334470267817,-0.5195318128128954,-1.921463053278945,-0.15507879343817557,-0.14553067017589275,-1.05464680928182,-0.1376739518093537,-0.18385668446573403,-1.4456227040953336,-0.17195464351081674,-0.2543133513758543,-1.6920348263955487,-0.1769759967975884,-0.32807170767013294,-1.8760654773353616,-0.17985444395515765
default,0.0,0.0,0.0,-0.30032497862425783,-0.017721354275687207,-0.05329254651812705,-0.5866111185664147,-0.15941144544796348,-0.09104315515492242,-0.8512430852363119,-0.20961303055416586,-0.14270530850925056,-1.0602105673238893,-0.21216641024003685,-0.1931306289983167,-0.4997650202712234,-0.7872296918590662,0.06591621046043035,-0.6584189852437994,-1.0490255199071448,0.01880224240785589,-0.7835153540112104,-1.1955953400401051,-0.04448283347251465,-0.8849452273029104,-1.3012008947067337,-0.0918851783356829,-0.3900946080007545,-0.920769011307155,0.022506898018210878,-0.495186098689207,-1.3338065147182514,-0.0038482016248397102,-0.5999875477367544,-1.5796492609181907,-0.04834498252505933,-0.682061732768563,-1.7490578812765067,-0.08480615163775429,-0.26899778997207835,-0.9837477856214563,-0.04359071695772439,-0.33683460345186517,-1.4062858942885939,-0.07429547181557089,-0.41203723971718936,-1.6466498298852807,-0.10534198442500026,-0.48006292856684496,-1.822403665257249,-0.130957325810276,-0.14730094038279637,-0.9776907915724699,-0.12203540864392662,-0.16700588184128848,-1.3286693579692967,-0.1440012341924535,-0.2117733024920199,-1.5522841804020855,-0.14597765741005594,-0.26358911498395765,-1.7255577006172644,-0.15090384329978115
default,0.0,0.0,0.0,-0.3174954954064159,-0.04125493146106759,-0.050680411594905266,-0.5966891486814228,-0.18400340075052823,-0.07436341522616746,-0.8527774566734236,-0.25432835111608965,-0.11582474739706451,-1.0491826132769118,-0.30901043040079357,-0.15545205653572386,-0.4305613140467298,-0.80584620703819,0.11483063073796622,-0.5736638838255017,-1.064462321268685,0.07727432646640335,-0.702348104527286,-1.222116954664731,0.018375253445492807,-0.8047130525174857,-1.3256978563826518,-0.023137808920273114,-0.3144219558870476,-0.9492775020269087,0.07544387183282628,-0.40836997314446355,-1.3704690765556329,0.06300606125054241,-0.5265016202833278,-1.6100412083977442,0.028813165811768203,-0.6272301923036113,-1.7711203510861848,0.001338932583795133,-0.19520279677542657,-1.0350815375792488,0.008748253238335061,-0.24626576803442918,-1.4705305588453548,-0.015806249378509978,-0.3368380492636835,-1.7216009877303315,-0.039359581882253525,-0.41765040486107025,-1.898500298906097,-0.05545154082629273,-0.08516454555745087,-1.0521315832430371,-0.07205136065272313,-0.09223666887119611,-1.4328085583248746,-0.09416369216242318,-0.14790838405110865,-1.6804253128236422,-0.09582103569272322,-0.21133751986214447,-1.8718982730815956,-0.09697383957748068
default,0.0,0.0,0.0,-0.2776145370197803,-0.04201471992770642,-0.03145823862198431,-0.5334531635907239,-0.24079148921632287,-0.048055002125857046,-0.7687745476120912,-0.34470029822184867,-0.0845980646764995,-0.9613844239367977,-0.40746729142848415,-0.11780576207863552,-0.3407122968061915,-0.8786802440206285,0.13219771740287956,-0.47388227492897983,-1.171859926122523,0.10045035405873555,-0.6089339090709662,-1.320070774113816,0.049535828328573235,-0.7115400994308427,-1.3873312414913699,0.01933389363174919,-0.2401836997502167,-0.970722038126829,0.09166535587109494,-0.28928302929637906,-1.3981497059634764,0.10393430269645465,-0.37308997339467126,-1.6349352530851347,0.08942816690901566,-0.4385267589996009,-1.8070325091312756,0.07603718827819951,-0.13916592540288242,-1.0145963211851743,0.02383438322511517,-0.15564722026801356,-1.443359276938851,0.024733818895743682,-0.22514298656886492,-1.6890394053257107,0.014439027371002848,-0.28147139128845866,-1.8723081419994456,0.005196118935776132,-0.05621747021533926,-1.0073984267551703,-0.05781746373803452,-0.050574695777885904,-1.3763358772236374,-0.06393976451752331,-0.09314408822686478,-1.6119508146259662,-0.05973416381827371,-0.14044762631361932,-1.797873283264823,-0.05664638885371982
default,0.0,0.0,0.0,-0.3176793082007437,-0.02369354723568003,0.031141228322992206,-0.6042954987679335,-0.21964519266576393,0.0729569673807659,-0.8159502693825658,-0.3474674360027604,0.08573826329366506,-0.96984803374949,-0.3960329728226356,0.09506891303927197,-0.36432979340198074,-0.8572320189884529,0.22088824116593087,-0.46755693804948667,-1.1475569246195825,0.25111807784288814,-0.5652451055706879,-1.320832331884662,0.24010116958672645,-0.6513590018467981,-1.4513868855516403,0.22600324981029454,-0.2492387350603179,-0.9684363373189228,0.15935889663621533,-0.2784038583492496,-1.3960870375875316,0.2107027922157426,-0.3550079103499973,-1.6453966514175467,0.21425606666004,-0.4153467751466829,-1.8358156126962055,0.2073608706448702,-0.14454582407966038,-1.0253962058144417,0.074666022399828,-0.13440486066571014,-1.4664940825755464,0.0967876300518376,-0.2099011834830378,-1.7248971279089533,0.08182082432935855,-0.2708503012384471,-1.923727478137272,0.06537057915759793,-0.06400303222266153,-1.0358211811209865,-0.018218084993163835,-0.052122392463692886,-1.4227615504632407,-0.02047235305726242,-0.1018956836466541,-1.672249686054315,-0.024858451751714628,-0.16104931630613867,-1.8775179979914165,-0.0316456865041774
default,0.0,0.0,0.0,-0.3057276390004616,-0.06601077674737932,0.04218798649164,-0.5593829238997956,-0.2861670699138659,0.07892067319882987,-0.7567670914921606,-0.42395621774819536,0.08118400760252413,-0.9152197047248093,-0.4527335025639583,0.07695899690222459,-0.288461970273276,-0.8899314976755568,0.23995998641429075,-0.3763288851926346,-1.1848047110378557,0.2526630423130145,-0.4800034790355497,-1.3406036524263347,0.2212086593463244,-0.5727875360377355,-1.4293408306094004,0.1967709045538155,-0.1781720047379403,-0.9839936571945117,0.16813778242954922,-0.1942535269476274,-1.4224146685208159,0.20751925353443862,-0.260928682949636,-1.6706077996689555,0.19109542721708833,-0.31474958828985955,-1.8660585132905638,0.17096801882839807,-0.07916093865241892,-1.0227707358543596,0.07272644736145867,-0.06924222783261554,-1.471363236418434,0.08642689237632814,-0.13202707048403967,-1.7412550207718036,0.05738796852345031,-0.1807511136360695,-1.9508640007034375,0.030703521722469394,-0.002976833670842574,-1.0113477259572654,-0.02926131394773108,0.014255231576176829,-1.4000356702283403,-0.03149449560177062,-0.0273761367198777,-1.655593146159172,-0.03618356294448661,-0.07816771340034233,-1.8680129485387378,-0.045086131586568344
default,0.0,0.0,0.0,-0.2748165220718802,-0.10266922347589476,0.057749484443000744,-0.4993025616324,-0.34799049394879533,0.09899152947081537,-0.6796462350165929,-0.4898812114440961,0.10333690934798156,-0.8274232894317902,-0.5601256948725526,0.1025300241792725,-0.18074244162330413,-0.9069819766112546,0.24260726979218322,-0.2430849572174081,-1.1857928982056374,0.27012565733561394,-0.33685201561171363,-1.3646570005268008,0.2531064123827153,-0.43058712667379784,-1.5014036241208137,0.23118370247314446,-0.08111869998670233,-0.9966989324422613,0.15461167103566176,-0.0774581910440307,-1.4260781222931473,0.19345971917255375,-0.14425629457193487,-1.6961406355817856,0.18361486204172614,-0.20561745365318906,-1.90759486683181,0.16627207867337973,-0.012222557810458506,-1.0346446629949626,0.04474656184538869,0.013531906934113864,-1.4875666611221043,0.04851163174414302,-0.052520922674432424,-1.770835382388672,0.019665540720324025,-0.11083184877467867,-1.9896381553794917,-0.005564510997723636,0.01859465801259208,-1.0380474634577155,-0.06984584631527395,0.03283251907256066,-1.434447913753951,-0.0891710896420728,-0.01404814305631582,-1.6950688435438785,-0.10169414692647333,-0.07310647289806804,-1.9073028354488124,-0.11538108033809706
default,0.0,0.0,0.0,-0.27142707433001223,-0.06845575053999452,0.019017584999586164,-0.4877924988049045,-0.3199916079494216,0.016991412456817057,-0.6550225734885446,-0.48318971721229553,-0.0160984488549256,-0.8096001553579825,-0.5895215349642564,-0.051259542839208465,-0.21064085550268866,-0.9227205134246265,0.1715621457627368,-0.25994387180157486,-1.1855263571931836,0.1787061765758985,-0.32113386533134625,-1.382150417665311,0.15532214831309135,-0.3857643818481513,-1.5289136152101703,0.1292239012632877,-0.12176104294329053,-0.99255416076268,0.09267640165960517,-0.10675199970818461,-1.3849407446241384,0.1137598008914617,-0.1465044317138789,-1.6276052780466972,0.11160529408134177,-0.19163922425587873,-1.8381075313198691,0.10338157807372117,-0.07068291804540788,-1.0154974394047087,-0.009496548376610622,-0.05478507043432559,-1.4307565944573992,-0.023504290118927674,-0.10421028170895259,-1.700239565474523,-0.04159543597584301,-0.15789715995720893,-1.9171610395928598,-0.05704171299163263,-0.05955629983236753,-0.9996139676731253,-0.1199029122793753,-0.059993357821046485,-1.3569455162849395,-0.14713163864678586,-0.09825476110740769,-1.5932217682551681,-0.1533466184811077,-0.15108439941076135,-1.789846922544214,-0.16119410053369015
default,0.0,0.0,0.0,-0.2503050239887562,-0.08109363811982243,0.006271748410754256,-0.4188109336467597,-0.3152742064996771,-0.005857323570376811,-0.5471148646450075,-0.4976053229851375,-0.04507423698813238,-0.6770005261680498,-0.641803659601979,-0.08423813168308343,-0.1586653688421388,-0.9276394432426709,0.14908148907413818,-0.20894200445337502,-1.1992199469944875,0.14630913060197004,-0.2808028340906679,-1.393278452108908,0.11883837996846373,-0.35297112686932397,-1.5379866207912856,0.09237923937051551,-0.07645385354303692,-0.9970678578396837,0.0780784157218748,-0.09258691061316687,-1.3980363112898284,0.09147472730163836,-0.1536550958717169,-1.6403565206251893,0.08645568670539618,-0.22016566023476117,-1.8520481776479671,0.0762072362523578,-0.030255874456088367,-1.0157266949019725,-0.015935803529269692,-0.0340879036284281,-1.4429033315443403,-0.027548512932042985,-0.09579947818686001,-1.7076464555706257,-0.04150488471244168,-0.1624615846577277,-1.9203419031187539,-0.055674936827247924,-0.01795171875421511,-1.0071739492221987,-0.11939167816260417,-0.04206755740508656,-1.3818195854604771,-0.1447592835562848,-0.0942923457894459,-1.6151977938979292,-0.14871391287429206,-0.1614042304874551,-1.803710389592707,-0.15438539385348143
default,0.0,0.0,0.0,-0.26106639852419017,-0.09621454316131821,-0.07534168628749986,-0.3985143486634717,-0.36118197328690765,-0.11967250413963472,-0.5072614168169877,-0.5599376894873909,-0.16684978333510922,-0.6252624117635477,-0.6543753632608461,-0.21054693909123226,-0.12313454730093731,-0.9761912297765268,-0.01752547904554622,-0.14607559541012796,-1.4013730497077639,-0.09192720854519328,-0.20778100053304238,-1.6926699578986628,-0.16312012334647075,-0.27740182805900976,-1.914175198071556,-0.2137286929382593,-0.042292441656436065,-0.9990998895427876,-0.04839652907215246,-0.07001093068610731,-1.4824678485624503,-0.11901795296539357,-0.13795942941624262,-1.7988073593713578,-0.17730748021409362,-0.21759547013243621,-2.0540891517467816,-0.21666510909605116,-0.0031772643737496193,-0.9852965229364226,-0.09806624257537724,-0.044915095742095255,-1.4675390672084394,-0.1692322205369903,-0.12527313996429382,-1.765219124538981,-0.21360663538352995,-0.20845490253964663,-2.010430547338199,-0.237973832823078,-0.0022982896413669277,-0.9443632693147198,-0.15952633005134795,-0.05767305642815114,-1.3398786498288873,-0.21904410904495425,-0.12110690876286517,-1.5813377548290202,-0.24097999615500093,-0.19854551264810202,-1.7867195327411196,-0.25173436905268504
default,0.0,0.0,0.0,-0.25266518671751764,-0.13906451235973594,0.03571251948463515,-0.3599479319425052,-0.4369362031425151,0.048756839515951785,-0.4664640312346212,-0.5986100240377514,0.04152234204657601,-0.5755517676439614,-0.6830324608488164,0.033323986165403136,-0.03703697167539606,-0.9799365677997185,0.09497392187531328,-0.08308663293762965,-1.3799361532194503,0.06571975763201979,-0.17065829791174425,-1.648418165507227,0.028694618657443893,-0.2726632992056577,-1.8480121341925273,-0.002238551837597365,0.03513998297909878,-0.9993772520300677,0.01993258994778005,-0.016484420848603326,-1.4849126741491738,-0.012019134205096068,-0.11266781958666365,-1.7751485714405528,-0.049942619300736645,-0.21815783996222446,-2.0056897364980775,-0.08081462687309474,0.03406913194006385,-0.9817487654558401,-0.06546269060499213,-0.01952187203464027,-1.4949843317630869,-0.11541589733823886,-0.13344791092633265,-1.7942960902661718,-0.1633669459278096,-0.24542988906144944,-2.0242399614773965,-0.19553975998676743,-0.0529132889700457,-0.9459417238505499,-0.15044570371370986,-0.1336153463980718,-1.3588204242903703,-0.19693457643088552,-0.21720244580067996,-1.5900774833200106,-0.22096164329004525,-0.31212946518395046,-1.779899629615744,-0.23911070161884082
default,0.0,0.0,0.0,-0.24517837445924393,-0.16966800798649914,0.050276600970149146,-0.3662959603714303,-0.43760194291345156,0.05014938388127834,-0.4832509637145509,-0.5959374678711669,0.029160277273841972,-0.5861929903074955,-0.7078882085588886,0.005337133528714007,-0.05308802682394514,-0.973078724583021,0.06826267348973208,-0.13862045570325587,-1.3882874846693274,0.028438032305804113,-0.25316972374129,-1.6423543013340236,-0.012406509571947487,-0.36554665980676787,-1.8341867747329035,-0.04179735981290997,0.013980695983344203,-0.999897273272358,-0.010966518442337996,-0.08741512650614572,-1.5071799290595322,-0.04235473764447179,-0.20218857480047248,-1.8005606288447646,-0.07204412686952909,-0.3035131415880618,-2.021208670077375,-0.09926589692313106,0.0010222738694382048,-0.9898012774965966,-0.0975473272850293,-0.07954218962224764,-1.5150001307736523,-0.13557744558936913,-0.18640848639502053,-1.8214520865974075,-0.17274932503844512,-0.2802152047338615,-2.0486409252347517,-0.2033774504918163,-0.09972704072765089,-0.9608172397622345,-0.18190644512405435,-0.18070059227826502,-1.3869499898555733,-0.21740489408334893,-0.2613372040276164,-1.6320611251138588,-0.23430523294835243,-0.348030996716401,-1.8327944621192527,-0.2500826994712449
default,0.0,0.0,0.0,-0.24519116880737957,-0.1788119442118385,0.1156461206593076,-0.3274469017652431,-0.43744633831870894,0.15917983124774496,-0.4104761237936855,-0.5795580326599141,0.17338402895721122,-0.47906919356130095,-0.6893843374366669,0.1822040717392099,-0.025917266581470894,-0.9692093089075328,0.1393535791065129,-0.12369041431026322,-1.3770279189173542,0.13713168750976482,-0.23513861285216892,-1.6328049013499566,0.12578795229537656,-0.3429317252903,-1.8305707933759459,0.11112588260593953,0.030018749523499463,-0.9995443852292003,0.04284256332033561,-0.09961801870552098,-1.5074179725939472,0.03953215544920367,-0.21201475522682864,-1.785406552710879,0.029497342182992804,-0.3058580770732976,-2.004653836294797,0.01230237344897157,0.0016903206343136573,-0.9886317005792039,-0.05634981058032516,-0.11366499314799564,-1.5298758480185755,-0.08332621891678128,-0.22639413088285618,-1.8224636840973942,-0.1181485641497118,-0.3223265368425416,-2.0430533288376416,-0.14905813491572137,-0.12081117682427998,-0.9623333671229235,-0.1459577820483846,-0.254370987237388,-1.3839347560232764,-0.19056388841091462,-0.3654260262250204,-1.6106653435914569,-0.21916163749364564,-0.4835684076803269,-1.7928799760911889,-0.24314912626666513
default,0.0,0.0,0.0,-0.21699170553560557,-0.21593049232973668,0.09607580108019824,-0.29619883423326004,-0.5277667572050787,0.13798098215799373,-0.37880822095044675,-0.6762984392020378,0.15719424944374547,-0.43126142917593163,-0.7842217895995807,0.17272056125093563,0.02290477426783166,-0.9693553102354496,0.09790056098974893,-0.059425599799941,-1.415998993390346,0.08909198504911973,-0.1454387068671076,-1.7000351865912604,0.07901569656428108,-0.2288950753795806,-1.9182069196816076,0.06350992136031527,0.025225492688272493,-0.9996768783007821,0.01418616312734018,-0.10042495856106237,-1.5218812229490413,-0.004912997828113033,-0.21860348615501948,-1.802493369406753,-0.023524536698673458,-0.31099206150790626,-2.0216685536502865,-0.04306239107619719,-0.048703792957677496,-0.9851675624825497,-0.07053453057795375,-0.16218882474681615,-1.5451435370113265,-0.12236216754727641,-0.2824520506269613,-1.8355256594229181,-0.17943564538041304,-0.38077534786864276,-2.050874948516231,-0.21977170932960516,-0.19983067280010378,-0.9525515979448342,-0.14408872389429558,-0.34090929520446006,-1.3754115731163312,-0.2242185282670335,-0.4647748259093777,-1.5995056714031903,-0.27975297642052743,-0.5826734634556522,-1.7799726031144778,-0.3167003089068282
default,0.0,0.0,0.0,-0.18995211779262092,-0.2437687051453598,0.08954299214987685,-0.2681807151277496,-0.5468555068012952,0.11772690104953022,-0.36149826756345776,-0.7273377511073968,0.12403856709887989,-0.44248041182334,-0.8740039525200745,0.12748822563260975,0.0021110134514923913,-0.9494471114016988,0.07199579447464967,-0.14651232846059517,-1.3936052821753477,0.05690129142379214,-0.27342121343277015,-1.6464327246243704,0.0451380293984119,-0.3776771193332288,-1.8411105938121086,0.02764163588376066,0.006851534886422674,-0.9999715964973954,-0.012561806254447548,-0.10416508117802599,-1.5471963542940175,-0.0410866569064527,-0.20879604321383746,-1.8292636991918914,-0.06979476443924804,-0.30103369263913304,-2.047920470826406,-0.09708238543785659,-0.07003026996266615,-0.9863642013108019,-0.09550595006290714,-0.21087002134161947,-1.54642434415334,-0.16191306863612867,-0.34102478789898394,-1.827099557686743,-0.23423273151121374,-0.45459419591918465,-2.0375613086741264,-0.28514395650510044,-0.22133338208322711,-0.9398521702148718,-0.16460823348808884,-0.38316540158974033,-1.3409112913311876,-0.25470463129580706,-0.5203001509419516,-1.545569886327736,-0.31555649723921037,-0.6544018248547379,-1.7191170458207112,-0.35671339688530207
default,0.0,0.0,0.0,0.04687029702423511,-0.424034027291131,0.18092479832898778,-0.0034706688678781583,-0.7664419571021219,0.24631141664513292,-0.14455284708887764,-0.9430883435172902,0.2679167254108658,-0.27677693392563457,-1.0409538620638972,0.27494656504782633,0.07660600626837968,-0.9701235247266172,0.12057477092259557,-0.04970855493243652,-1.4368651224188684,0.10597492019784588,-0.14833151031928335,-1.691301620189337,0.1100733909548348,-0.2252814539542682,-1.8896994887510454,0.10611800472674016,-0.014462101485523182,-0.9998902193191046,-0.007432105913300327,-0.1266265836586283,-1.6022206802880294,-0.04296564587480082,-0.21957643161739002,-1.9100732848468933,-0.059541761482697644,-0.30374286288141533,-2.1559682840298118,-0.07351058106406397,-0.1497667516545223,-0.9663279744813646,-0.12640203328310548,-0.3095764744139162,-1.5633996021295478,-0.19465960873287505,-0.4394103514795088,-1.8558603898258625,-0.2613216227184957,-0.545635562082264,-2.0854151106334586,-0.3051842688083078,-0.321198149016854,-0.8975733456295697,-0.22271196146492558,-0.49734830507831224,-1.329601902646629,-0.325381022370062,-0.6457448846291155,-1.5452176321120994,-0.3928566922373221,-0.7859120655135517,-1.7224591696055622,-0.435537653970553
default,0.0,0.0,0.0,0.06631959750596243,-0.4233355230959145,0.16701245081117408,0.013016432625561259,-0.7781905181051253,0.2199858463781265,-0.1383627238023653,-0.9797336155743303,0.23217092712979762,-0.2826558471245463,-1.0751046538978335,0.22850850589734553,0.08234655195198932,-0.9721348273095912,0.09049129371822642,-0.05228965622304971,-1.4514675722654045,0.06528135154314639,-0.1661386723442085,-1.7128005742719172,0.06193314484029311,-0.24976308532070518,-1.9153272552051785,0.05625322076752348,-0.022481321202535025,-0.9997419630196007,-0.03234252234746562,-0.13843631293205147,-1.6275207217106566,-0.07280581768415079,-0.25311691780198137,-1.9565002943062924,-0.08987572236127563,-0.34903829543225784,-2.210516152281532,-0.10073672187729132,-0.16794776476842455,-0.962996983984935,-0.14493730818093994,-0.35045133305550197,-1.5594913613138957,-0.20765779913617463,-0.49438724905718917,-1.8574276122179638,-0.2628658525905684,-0.5992053313833003,-2.0881182427480875,-0.2974179229355626,-0.3486754031146209,-0.8855584795665207,-0.23651587109255526,-0.5645420088025467,-1.3197923001024159,-0.31864982783887935,-0.7200920581344881,-1.5331083949887083,-0.3636995020231303,-0.8489984208555943,-1.7123419845023709,-0.39034757081926325
default,0.0,0.0,0.0,0.07840345792854261,-0.4444205717642295,0.1496767559349871,0.024699640107549714,-0.8143459565490461,0.18550062934555536,-0.13160206288248436,-1.0071398358139274,0.18566831042596926,-0.2921754491447264,-1.0883520293260391,0.16910399223739195,0.08891591486828114,-0.9837453806040172,0.031006655674182933,-0.04940547914598349,-1.4725933800677833,-0.011927811583260606,-0.18049984958906307,-1.7265105000421566,-0.024956527166608393,-0.2846948893003831,-1.9161071257303104,-0.034985443282816234,-0.030260391057098584,-0.999536847084624,-0.08642566337651642,-0.13096760230650048,-1.6273861857940002,-0.137606371040253,-0.24922460678177363,-1.9516762037098845,-0.15483724864379822,-0.35495326199381094,-2.1955225405700087,-0.16473437452082793,-0.18352988700519315,-0.9452024430194498,-0.19140901337969918,-0.3617640273561311,-1.5364412833607293,-0.25659797788277616,-0.5047141630615257,-1.8217060868692658,-0.3039951971389133,-0.6123812239610096,-2.040723458426272,-0.3335441640187706,-0.3609256219540616,-0.8429362006527059,-0.2764288808156876,-0.5734224930873936,-1.2662391070341055,-0.35640186930075696,-0.7263854519032712,-1.4666208651342605,-0.3942274743520843,-0.8561194669638431,-1.637694465447745,-0.41538636262529316
default,0.0,0.0,0.0,0.09374787769427817,-0.4633481299051428,0.14731786334410843,0.04614667497612275,-0.8373562958378042,0.18083310818091877,-0.11035947416497469,-1.0113265275455778,0.18434275809554168,-0.26883840653390234,-1.0771719381516234,0.1718923822316174,0.08119518750329661,-1.0182952510017242,-0.0009395313277530673,-0.026273816471342096,-1.5514465450464283,-0.04263847734516925,-0.14777167044218822,-1.8091979098399247,-0.04463544430561863,-0.2413233361829957,-1.9779880241052938,-0.042298438830696616,-0.05407193170543858,-0.9985319238591682,-0.10966330669239538,-0.14615596859551894,-1.6223124223749736,-0.15490770945526847,-0.2594744652637658,-1.9458507759700465,-0.1630671294601888,-0.3591263728250546,-2.186267850576026,-0.16786902855827712,-0.22177831007252322,-0.9200782195194263,-0.20410926591891912,-0.38920286226420353,-1.5017791756163763,-0.26180466342076386,-0.5204540346426638,-1.7741807790382282,-0.3077651236557191,-0.6212926589101146,-1.9827404512842133,-0.33861415957704055,-0.4011068952363356,-0.8017040659413723,-0.27719260110554944,-0.6014722048401119,-1.2203745207673782,-0.359426832207558,-0.7443730049404743,-1.414466075029708,-0.40468225094627375,-0.8682580027862316,-1.5788879597455467,-0.4308325209158575
